Temperature,Humidity,Water Level,Status
28.6,80,1.5,1
28.6,80,1.5,1
28.1,80,1.5,1
28.1,80,1.5,1
27.6,82,1.5,1
27.6,82,1.5,1
27.6,82,1.5,1
27.4,82,1.5,1
27.4,82,1.5,1
26.9,82,1.5,1
26.9,82,1.5,1
26.9,83,1.5,1
26.8,83,1.5,1
26.8,83,1.5,1
26.8,83,1.5,1
26.4,83,1.5,1
26.4,83,1.5,1
26.1,81,1.5,1
26.1,81,1.5,1
26.1,81,1.5,1
26.1,81,1.5,1
26.1,81,1.5,1
26.4,81,1.5,1
26.3,81,1.5,1
26.3,80,1.5,1
26.3,79,1.5,1
26,79,1.5,1
26,79,1.5,1
26,79,1.5,1
26.4,79,1.5,1
26.4,79,1.5,1
26.4,79,1.5,1
26.4,78,1.5,1
26.4,78,1.5,1
26.3,78,1.5,1
26.3,78,1.5,1
26.3,78,1.5,1
26.3,78,1.5,1
26.5,77,1.5,1
26.5,77,1.5,1
26.3,77,1.5,1
26.7,77,1.5,1
26.7,77,1.5,1
26.7,77,1.5,1
26.7,77,1.5,1
26.7,78,1.5,1
26.7,78,1.5,1
26.7,78,1.5,1
26.7,78,1.5,1
26.7,78,1.5,1
26.8,78,1.5,1
26.8,78,1.5,1
26.8,78,1.5,1
26.8,78,1.5,1
26.8,79,1.5,1
26.8,79,1.6,1
26.8,79,1.6,1
27.1,79,1.6,1
27.1,79,1.6,1
27.1,79,1.6,1
27.1,79,1.6,1
27.1,79,1.6,1
27.2,79,1.6,1
27.2,79,1.6,1
27.2,80,1.6,1
27.2,80,1.6,1
27.2,80,1.6,1
27.1,80,1.6,1
27.3,80,1.6,1
27.3,80,1.6,1
27.3,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.8,81,1.6,1
27.8,81,1.6,1
27.8,81,1.6,1
27.8,81,1.6,1
27.8,81,1.6,1
27.8,81,1.6,1
28.1,81,1.6,1
28.1,81,1.6,1
28.1,81,1.6,1
28.1,81,1.6,1
28.1,81,1.6,1
28.4,83,1.6,1
28.4,83,1.6,1
28.4,83,1.6,1
28.4,83,1.6,1
28.4,83,1.6,1
28.4,83,1.6,1
28.5,83,1.6,1
28.5,83,1.6,1
28.7,83,1.6,1
28.7,83,1.6,1
29.3,83,1.6,1
29.3,83,1.6,1
29.3,85,1.6,1
29.7,85,1.6,1
29.7,85,1.6,1
29.7,85,1.6,1
30.1,85,1.6,1
30.1,85,1.6,1
30.1,85,1.6,1
27.8,84,1.6,1
27.8,84,1.6,1
27.8,84,1.6,1
28.1,84,1.6,1
28.1,84,1.6,1
28.1,84,1.6,1
28.1,84,1.6,1
28.1,84,1.6,1
28.4,84,1.6,1
28.4,84,1.6,1
28.4,84,1.6,1
28.4,84,1.6,1
28.4,84,1.6,1
28.4,84,1.7,1
28.5,84,1.7,1
28.5,84,1.7,1
28.7,84,1.7,1
28.7,84,1.7,1
29.3,82,1.7,1
29.3,82,1.7,1
29.3,82,1.7,1
29.4,82,1.7,1
29.4,82,1.7,1
29.1,82,1.7,1
29.1,82,1.7,1
29.1,82,1.7,1
29.1,82,1.7,1
29.1,82,1.7,1
29.1,82,1.7,1
29.1,82,1.7,1
28.7,82,1.7,1
28.7,82,1.7,1
28.5,80,1.7,1
28.5,80,1.7,1
28.5,80,1.7,1
28.5,80,1.7,1
28.3,80,1.7,1
28.3,80,1.7,1
28.3,80,1.7,1
28.3,80,1.7,1
28.1,80,1.7,1
28.1,80,1.7,1
28.1,80,1.7,1
28.1,80,1.7,1
28.1,80,1.7,1
28.1,80,1.7,1
28.4,79,1.7,1
28.4,79,1.7,1
28.4,79,1.7,1
28.4,79,1.7,1
28.4,79,1.7,1
28.7,79,1.7,1
28.7,79,1.7,1
28.7,79,1.7,1
28.4,79,1.7,1
28.4,79,1.7,1
28.4,79,1.7,1
28.2,79,1.7,1
28.2,80,1.7,1
28.2,80,1.7,1
28.2,80,1.7,1
28.2,80,1.7,1
28.2,80,1.7,1
26.1,80,1.7,1
26.1,79,1.7,1
26.2,79,1.6,1
26.2,79,1.6,1
26.2,79,1.6,1
26.3,79,1.6,1
26.3,79,1.6,1
26.3,79,1.6,1
26.3,78,1.6,1
26.3,78,1.6,1
26.3,78,1.6,1
26.3,78,1.6,1
26.3,78,1.6,1
26.7,78,1.6,1
26.7,77,1.6,1
26.7,77,1.6,1
26.7,77,1.6,1
26.7,77,1.6,1
26.7,77,1.6,1
26.7,77,1.6,1
26.7,77,1.6,1
26.7,78,1.6,1
26.8,78,1.6,1
26.8,78,1.6,1
26.8,78,1.6,1
26.8,78,1.6,1
26.8,78,1.6,1
26.4,78,1.6,1
26.4,78,1.6,1
25.9,78,1.6,1
25.9,79,1.6,1
25.9,79,1.6,1
25.7,79,1.6,1
25.7,79,1.6,1
25.7,79,1.6,1
25.5,79,1.6,1
25.5,79,1.6,1
25.5,79,1.6,1
25.5,79,1.6,1
26.1,79,1.6,1
26.2,80,1.6,1
26.3,80,1.6,1
26.3,80,1.6,1
26.3,80,1.6,1
26.3,80,1.6,1
26.3,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.8,80,1.6,1
27.8,80,1.6,1
27.8,80,1.6,1
27.8,80,1.6,1
27.8,81,1.6,1
27.8,81,1.6,1
28.1,81,1.6,1
28.1,81,1.6,1
28.1,81,1.6,1
28.1,81,1.6,1
28.1,81,1.6,1
28.4,81,1.6,1
28.4,81,1.6,1
28.4,81,1.6,1
28.4,81,1.6,1
28.4,83,1.6,1
28.4,83,1.6,1
28.5,83,1.6,1
28.5,83,1.6,1
28.7,83,1.6,1
28.7,83,1.6,1
29.3,83,1.6,1
29.3,83,1.6,1
29.3,83,1.6,1
29.7,83,1.6,1
29.7,83,1.6,1
30.4,83,1.6,1
30.4,85,1.6,1
29.4,85,1.6,1
29.4,85,1.6,1
29.4,85,1.6,1
29.4,85,1.6,1
29.7,85,1.6,1
29.7,85,1.6,1
29.7,84,1.6,1
29.7,84,1.6,1
29.7,84,1.6,1
29.8,84,1.6,1
29.8,84,1.6,1
29.8,84,1.6,1
29.7,84,1.6,1
31.4,84,1.6,1
31.4,84,1.6,1
31.7,84,1.6,1
31.7,84,1.6,1
31.7,84,1.6,1
31.6,84,1.6,1
31.6,84,1.6,1
31.6,84,1.6,1
30.6,84,1.6,1
30.6,84,1.6,1
30.6,84,1.6,1
31.3,82,1.6,1
31.1,82,1.6,1
31.1,82,1.6,1
31.1,82,1.6,1
29.8,82,1.6,1
29.8,82,1.6,1
29.8,82,1.6,1
29.5,82,1.6,1
29.5,82,1.6,1
29.5,82,1.6,1
29.3,82,1.6,1
29.3,82,1.6,1
29.3,82,1.6,1
29.3,82,1.6,1
28.6,80,1.6,1
28.6,80,1.6,1
28.6,80,1.6,1
28.1,80,1.6,1
28.1,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.6,80,1.6,1
27.4,80,1.6,1
27.4,80,1.6,1
26.9,80,1.6,1
26.9,80,1.6,1
26.9,80,1.6,1
26.8,80,1.6,1
26.8,79,1.6,1
26.8,79,1.6,1
26.4,79,1.6,1
26.4,79,1.6,1
26.2,79,1.6,1
26.2,79,1.6,1
26.2,79,1.6,1
26.4,79,1.6,1
26.8,79,1.6,1
26.8,79,1.6,1
26.3,79,1.6,1
26.4,79,1.6,1
26.4,80,1.6,1
26.1,80,1.6,1
26.1,80,1.6,1
26.1,80,1.6,1
26.2,80,1.6,1
26.2,79,1.6,1
26.2,79,1.6,1
26.3,79,1.6,1
26.3,79,1.6,1
26.3,79,1.6,1
26.4,79,1.6,1
26.4,79,1.6,1
26.4,79,1.6,1
26.4,78,1.6,1
26.4,78,1.6,1
26.7,78,1.6,1
26.7,79,1.6,1
26.8,79,1.6,1
26.7,78,1.6,1
26.8,78,1.6,1
26.8,80,1.6,1
26.8,80,1.6,1
26.7,80,1.6,1
26.7,80,1.6,1
26.8,80,1.6,1
26.9,80,1.6,1
26.9,80,1.6,1
26.9,80,1.6,1
26.8,80,1.6,1
26.8,80,1.6,1
26.8,80,1.6,1
27.1,80,1.6,1
27.1,80,1.6,1
27.1,80,1.6,1
27.1,80,1.6,1
27.1,79,1.6,1
27.2,79,1.6,1
27.2,79,1.6,1
27.2,79,1.6,1
27.2,79,1.6,1
27.2,79,1.6,1
27.1,79,1.6,1
27.3,79,1.6,1
27.3,79,1.7,1
27.3,79,1.7,1
27.6,79,1.7,1
27.6,79,1.7,1
27.6,79,1.7,1
27.6,79,1.7,1
27.6,79,1.7,1
27.6,79,1.7,1
27.6,79,1.7,1
27.8,79,1.7,1
27.8,79,1.7,1
27.8,79,1.7,1
27.8,79,1.7,1
27.8,79,1.7,1
27.8,79,1.7,1
28.1,78,1.7,1
28.1,78,1.7,1
28.1,78,1.7,1
28.1,78,1.7,1
28.1,78,1.7,1
28.4,78,1.7,1
28.4,78,1.7,1
28.4,78,1.7,1
28.4,78,1.7,1
28.4,78,1.7,1
28.4,78,1.7,1
28.5,78,1.7,1
28.5,78,1.7,1
28.7,78,1.7,1
28.7,78,1.7,1
29.3,77,1.7,1
29.3,77,1.7,1
29.3,77,1.7,1
29.7,77,1.7,1
29.7,77,1.7,1
30.4,77,1.7,1
30.4,78,1.7,1
30.4,78,1.7,1
30.6,78,1.7,1
30.6,78,1.7,1
30.6,78,1.7,1
30.2,78,1.7,1
30.4,78,1.7,1
30.4,78,1.7,1
30.6,78,1.7,1
30.6,78,1.7,1
29.3,78,1.7,1
29.7,78,1.7,1
29.7,78,1.7,1
30.4,79,1.7,1
30.4,79,1.7,1
30.4,79,1.7,1
31.7,79,1.7,1
31.7,79,1.7,1
31.7,79,1.7,1
31.6,79,1.7,1
31.6,79,1.7,1
31.6,79,1.7,1
30.6,79,1.7,1
30.6,79,1.7,1
30.6,79,1.7,1
31.3,79,1.7,1
31.1,79,1.7,1
30,79,1.7,1
30,79,1.7,1
29.8,79,1.7,1
29.8,79,1.7,1
29.8,79,1.7,1
29.5,79,1.7,1
29.5,79,1.7,1
29.5,79,1.7,1
29.3,79,1.7,1
29.3,79,1.7,1
29.3,79,1.7,1
29.3,80,1.7,1
28.6,80,1.7,1
28.6,80,1.7,1
28.6,80,1.7,1
28.1,80,1.7,1
28.1,80,1.7,1
27.6,80,1.7,1
27.6,80,1.8,1
27.6,80,1.8,1
27.4,80,1.8,1
27.4,80,1.8,1
26.9,80,1.8,1
26.9,80,1.8,1
26.9,80,1.8,1
26.8,80,1.8,1
26.8,80,1.8,1
26.8,80,1.8,1
26.4,80,1.8,1
26.4,81,1.8,1
26.4,81,1.8,1
26.4,81,1.8,1
26.4,81,1.8,1
26.4,81,1.8,1
26.8,81,1.8,1
26.8,81,1.8,1
26.3,81,1.8,1
26.4,81,1.8,1
26.4,81,1.8,1
26.1,83,1.8,1
26.1,83,1.8,1
26.1,79,1.8,1
26.2,79,1.8,1
26.2,79,1.8,1
26.2,79,1.8,1
26.3,79,1.8,1
26.3,79,1.8,1
26.3,79,1.8,1
26.3,79,1.8,1
26.3,83,1.7,1
26.3,83,1.7,1
26.3,83,1.7,1
26.3,83,1.7,1
26.7,83,1.7,1
26.7,83,1.7,1
26.7,83,1.7,1
26.7,83,1.7,1
26.7,83,1.7,1
26.7,83,1.7,1
26.7,83,1.7,1
26.7,83,1.7,1
26.7,84,1.7,1
26.8,84,1.7,1
26.8,84,1.7,1
26.8,84,1.7,1
26.8,84,1.7,1
26.8,84,1.7,1
26.8,84,1.7,1
26.8,84,1.7,1
27.1,83,1.74,1
27.1,83,1.74,1
27.1,83,1.74,1
27.1,83,1.74,1
27.1,83,1.74,1
27.2,83,1.74,1
27.2,83,1.74,1
27.2,83,1.74,1
27.2,82,1.74,1
27.2,82,1.7,1
27.1,82,1.7,1
27.3,82,1.7,1
27.3,82,1.7,1
27.3,82,1.7,1
27.6,82,1.7,1
27.6,82,1.7,1
27.6,83,1.7,1
27.6,83,1.7,1
27.6,83,1.7,1
27.6,83,1.7,1
27.6,83,1.7,1
27.8,83,1.7,1
27.8,83,1.7,1
27.8,83,1.7,1
27.8,83,1.7,1
27.8,83,1.7,1
27.8,83,1.7,1
28.1,83,1.7,1
28.1,83,1.7,1
28.1,83,1.7,1
28.1,81,1.7,1
28.1,81,1.7,1
28.4,81,1.7,1
28.4,81,1.7,1
28.4,81,1.7,1
28.4,81,1.7,1
28.4,81,1.7,1
28.4,81,1.7,1
